,latitude,longitude,latspeed,longspeed
0,10.7757188,106.6600157,-1.1912774259190477,0.5272297593568019
1,10.7757501,106.660063,0.0003286716501057858,-0.1418016767224839
2,10.7757352,106.6600308,0.43933184729846186,-0.5582497602780648
3,10.7757352,106.6600308,0.43933184729846186,-0.5582497602780648
4,10.7757403,106.6600473,0.074980080127716,0.0
5,10.7757326,106.6600479,0.8741482585051985,-0.6222250787496679
6,10.7756801,106.6600064,-1.0847614833033694,-0.49308990965912974
7,10.7757349,106.660021,0.8235261311110952,1.016379494608341
8,10.775749,106.6600242,0.32477534722756746,0.1342171224256667
9,10.775745,106.6600317,0.18667283281897376,-0.01563849671361634
10,10.7757561,106.660031,-0.047447747922874206,-0.35527656422191545
11,10.7757343,106.6600095,-0.410448786628677,-0.5903209268037125
12,10.7757343,106.6600095,-0.410448786628677,-0.5903209268037125
13,10.7758194,106.6602236,-0.6718478883069862,0.1223133198275471
14,10.7758119,106.6601945,-1.1045079293090203,1.1272806287260706
15,10.7758031,106.6601822,-0.1488412829704393,-2.2783723059443535
16,10.7757806,106.6602102,2.2380250019178707,0.9503358180643913
17,10.7757748,106.6602229,-1.0951450631343274,1.8877165905146671
18,10.7757817,106.6602352,1.8683377382304445,0.08142540996675399
19,10.7758008,106.6602461,-0.8722918803534666,-1.0119031561731924
20,10.7757989,106.660254,0.707317333475819,-1.1048590300256675
21,10.7757027,106.6602558,1.2511732356783778,0.8323892966406359
22,10.7757224,106.6602551,0.9800441501788424,-0.19208401674533682
23,10.775725,106.6602701,-0.07118637125162186,0.1312689832875359
24,10.7757218,106.6602876,0.0110933920368552,0.0
25,10.7757251,106.6602937,0.0343878157436847,0.0
26,10.7757319,106.6603099,0.2193856897745231,0.06789901461116495
27,10.7757254,106.6603275,-0.023145849812220447,0.2232907208320179
28,10.7757358,106.6603428,0.05228981907050932,-0.13150626788707304
29,10.7757504,106.6603451,0.0982635468244552,0.0
30,10.7757194,106.6603841,-0.20398619368169402,-0.012054341209088512
31,10.7756736,106.6604318,0.0640897154808044,0.0
32,10.7754078,106.6605358,0.44688140094892637,-0.31035894531863495
33,10.7753918,106.6605291,-0.5802046876673929,0.10883504938266053
34,10.7753677,106.6605394,0.0800527036190033,0.0
35,10.7751486,106.6606169,0.10319454321645072,-0.05665703595421487
36,10.7751486,106.6606169,0.10319454321645072,-0.05665703595421487
37,10.7751486,106.6606169,0.10319454321645072,-0.05665703595421487
38,10.7751485,106.660617,0.0966036468744278,0.0
39,10.7751485,106.660617,0.0966036468744278,0.0
40,10.7751485,106.660617,0.0966036468744278,0.0
41,10.7751486,106.6606167,0.0946476459503173,0.0
42,10.7751486,106.6606167,0.0946476459503173,0.0
43,10.7751486,106.6606167,0.0946476459503173,0.0
44,10.7751485,106.6606153,0.075411282479763,0.0
45,10.7751485,106.6606153,0.075411282479763,0.0
46,10.7751485,106.6606153,0.075411282479763,0.0
47,10.7751459,106.6606137,0.0755333006381988,0.0
48,10.7751459,106.6606137,0.0755333006381988,0.0
49,10.7751459,106.6606137,0.0755333006381988,0.0
50,10.7751459,106.6606137,0.0755333006381988,0.0
51,10.7751402,106.6606085,0.08355703706297798,0.12731346665302554
52,10.7751402,106.6606085,0.08355703706297798,0.12731346665302554
53,10.7751402,106.6606085,0.08355703706297798,0.12731346665302554
54,10.77513,106.6606034,0.018788277536591715,0.23541364787395658
55,10.77513,106.6606034,0.018788277536591715,0.23541364787395658
56,10.77513,106.6606034,0.018788277536591715,0.23541364787395658
57,10.7751186,106.6605959,0.33287083416449503,0.019993917126947175
58,10.7751186,106.6605959,0.33287083416449503,0.019993917126947175
59,10.7751186,106.6605959,0.33287083416449503,0.019993917126947175
60,10.7751104,106.6605838,0.4511078084069176,-0.06318436571714953
61,10.7751104,106.6605838,0.4511078084069176,-0.06318436571714953
62,10.7751104,106.6605838,0.4511078084069176,-0.06318436571714953
63,10.7751104,106.6605838,0.4511078084069176,-0.06318436571714953
64,10.7751046,106.6605716,-0.5372948862511178,0.06620573420571628
65,10.7751046,106.6605716,-0.5372948862511178,0.06620573420571628
66,10.7751046,106.6605716,-0.5372948862511178,0.06620573420571628
67,10.775102,106.6605594,0.12135259166228253,-0.6376586424289167
68,10.775102,106.6605594,0.12135259166228253,-0.6376586424289167
69,10.775102,106.6605594,0.12135259166228253,-0.6376586424289167
70,10.7751003,106.6605472,0.5064709411386412,-0.5944891121467716
71,10.7751003,106.6605472,0.5064709411386412,-0.5944891121467716
72,10.7751003,106.6605472,0.5064709411386412,-0.5944891121467716
73,10.7750984,106.6605363,-0.7205072695120057,-0.5501664649947995
74,10.7750984,106.6605363,-0.7205072695120057,-0.5501664649947995
75,10.7750984,106.6605363,-0.7205072695120057,-0.5501664649947995
76,10.7750968,106.6605258,-0.9746792006958953,-0.2733816661955253
77,10.7750968,106.6605258,-0.9746792006958953,-0.2733816661955253
78,10.7750968,106.6605258,-0.9746792006958953,-0.2733816661955253
79,10.775091,106.6605154,1.1230442008940011,-0.12319435193525803
80,10.775091,106.6605154,1.1230442008940011,-0.12319435193525803
81,10.775091,106.6605154,1.1230442008940011,-0.12319435193525803
82,10.775091,106.6605154,1.1230442008940011,-0.12319435193525803
83,10.7750854,106.6605053,-0.38286529116385926,1.1223646969939851
84,10.7750854,106.6605053,-0.38286529116385926,1.1223646969939851
85,10.7750854,106.6605053,-0.38286529116385926,1.1223646969939851
86,10.7750788,106.6604964,-0.5170957507153962,1.09366342360895
87,10.7750788,106.6604964,-0.5170957507153962,1.09366342360895
88,10.7750788,106.6604964,-0.5170957507153962,1.09366342360895
89,10.7750747,106.6604867,0.960207995706403,-0.7365432441211837
90,10.7750747,106.6604867,0.960207995706403,-0.7365432441211837
91,10.7750747,106.6604867,0.960207995706403,-0.7365432441211837
92,10.7750701,106.6604767,-0.30344678894724464,-1.147290445335686
93,10.7750701,106.6604767,-0.30344678894724464,-1.147290445335686
94,10.7750701,106.6604767,-0.30344678894724464,-1.147290445335686
95,10.7750701,106.6604767,-0.30344678894724464,-1.147290445335686
96,10.7750677,106.6604678,1.1352352482232961,-0.31360268461655977
97,10.7750677,106.6604678,1.1352352482232961,-0.31360268461655977
98,10.7750677,106.6604678,1.1352352482232961,-0.31360268461655977
99,10.775062,106.6604618,-0.5309218658462104,-1.024694201715402
100,10.775062,106.6604618,-0.5309218658462104,-1.024694201715402
101,10.775062,106.6604618,-0.5309218658462104,-1.024694201715402
102,10.7750551,106.6604558,0.9344821099533406,0.6019825552099038
103,10.7750551,106.6604558,0.9344821099533406,0.6019825552099038
104,10.7750551,106.6604558,0.9344821099533406,0.6019825552099038
105,10.7750504,106.660455,-0.7487960816039343,-0.43083164692582093
106,10.7750423,106.6604584,0.4265799222353617,-0.15263420751615212
107,10.7750296,106.6604647,0.0010437575401738,0.0
108,10.7750112,106.6604432,0.32901263981221784,-0.25820829855998334
109,10.7750018,106.6604189,0.1437602099388685,-0.569022526856252
110,10.775,106.6604101,0.6245557220341283,-0.049610153443292906
111,10.7750001,106.6604086,-0.13912848563247424,-0.5888240192084134
112,10.7749989,106.6604068,0.014115030485392678,0.3516914095999875
113,10.7749957,106.6604094,0.0015675025060772,0.0
114,10.7749683,106.6604183,0.16960570101341663,-0.37329217926539365
115,10.7749186,106.6604303,0.5970540790033804,-0.5003549254035087
116,10.7748866,106.6604289,-0.1395332932147809,-0.9115411517859205
117,10.7748669,106.6604091,-0.6297102162643436,-0.6474275615584034
118,10.7748571,106.660369,-0.8061833516247352,0.6147777748789697
119,10.7748411,106.660333,0.6049089516030942,-0.8772010283247594
120,10.7748309,106.6603019,0.7068210350042602,0.6665839292640936
121,10.7748199,106.6602806,-0.8488872180011914,-0.06040805313259279
122,10.774808,106.6602472,0.7987959499038229,-0.11799801903429591
123,10.7747886,106.6601991,0.9457019915953163,0.23462659689748375
124,10.7747739,106.6601637,-1.0463959709360162,-0.5602079717545887
125,10.7747449,106.6601319,1.2842680058959743,0.04462977321195433
126,10.7747176,106.6601336,-1.0335042757139397,0.7101251657413286
127,10.7746648,106.6601533,-0.05670970695792416,-1.2748845560137698
128,10.7746397,106.6601663,0.016167814801270934,-1.2644888137105315
129,10.7745922,106.6601915,1.3559689995359305,-0.02167116319582367
130,10.7745562,106.6602103,1.4098240958152302,-0.06430095950036643
131,10.7745145,106.6602255,1.3111070022258506,-0.3789660334165596
132,10.774476,106.6602378,-1.3284837183604112,-0.14449925989067935
133,10.7744377,106.6602497,-0.16993618021002058,1.3221938103192548
134,10.7744004,106.6602591,-0.266293400791045,1.2888892863827301
135,10.7743716,106.6602611,1.2868221466649183,-0.31367914103747707
136,10.7743455,106.6602311,-1.2260671797059564,-0.05267358189661737
137,10.774285,106.6601418,-0.07866433309743315,-0.8928617960553581
