__id__,accuracy,latitude,longitude,altitude,course,fixtime,speed
f15MJY65KgfWbbYa4FZs,4.050000190734863,10.7757251,106.6602937,5,0,2025-04-02T09:43:21.364537Z,0.03438781574368477
sLVHMn98LMbdrbwP8sjd,3.615999937057495,10.7757319,106.6603099,5,163.6629638671875,2025-04-02T09:43:23.361360Z,0.22965268790721893
aFdi2r8XjCw1S1OgLDnN,3.382999897003174,10.7757254,106.6603275,5,146.18734741210938,2025-04-02T09:43:25.365490Z,0.22448714077472687
8BE92flDiRQALkpiRiLi,3.115999937057495,10.7757358,106.6603428,4.900000095367432,30.22358512878418,2025-04-02T09:43:27.354745Z,0.14152075350284576
gP1qJX5qLyJ9V2hfPJhB,2.9830000400543213,10.7757504,106.6603451,4.900000095367432,0,2025-04-02T09:43:29.378421Z,0.09826354682445526
j9SMnsFcbOEgdgmkeKun,2.9000000953674316,10.7757194,106.6603841,4.900000095367432,179.1298065185547,2025-04-02T09:43:35.359835Z,0.2043420523405075
XSP2uFE8GbAsW2zZEA7b,3.0829999446868896,10.7756736,106.6604318,4.900000095367432,0,2025-04-02T09:43:40.348867Z,0.06408971548080444
KO0Z0BFYBbsidkWPoKBH,3.2200000286102295,10.7754078,106.6605358,4.900000095367432,112.49031066894531,2025-04-02T09:43:48.798046Z,0.5440824031829834
g5wn84VrRINvGEg8EauH,2.1600000858306885,10.7753918,106.6605291,4.900000095367432,166.31898498535156,2025-04-02T09:43:56.818257Z,0.5903241038322449
08y8WEnF1WWMwAvO9OOH,2.25,10.7753677,106.6605394,4.900000095367432,0,2025-04-02T09:44:00.820732Z,0.0800527036190033
jeit7PtndxoVV8E69nAh,1.6160000562667847,10.7751486,106.6606169,5,62.32975387573242,2025-04-02T09:45:47.805081Z,0.11772482097148895
nux8lKEYHp2ek4OWOBpe,1.6160000562667847,10.7751486,106.6606169,5,62.32975387573242,2025-04-02T09:45:47.805081Z,0.11772482097148895
qcbkST4W13NKXtNYWxgE,1.6160000562667847,10.7751486,106.6606169,5,62.32975387573242,2025-04-02T09:45:47.805081Z,0.11772482097148895
0odEG7H0rbMvB9ZF4DOG,1.600000023841858,10.7751485,106.660617,5,0,2025-04-02T09:45:48.790805Z,0.0966036468744278
ACqb7rMJ8ZWsuuQ3UUBr,1.600000023841858,10.7751485,106.660617,5,0,2025-04-02T09:45:48.790805Z,0.0966036468744278
p10nXxRBX12f9HJMweFr,1.600000023841858,10.7751485,106.660617,5,0,2025-04-02T09:45:48.790805Z,0.0966036468744278
6rCG55CauUVka1vxno85,1.600000023841858,10.7751486,106.6606167,5,0,2025-04-02T09:45:49.785237Z,0.09464764595031738
DRCLXB0zTehxTqqC9ldE,1.600000023841858,10.7751486,106.6606167,5,0,2025-04-02T09:45:49.785237Z,0.09464764595031738
tTLBDSL2sJvGizBpKOCL,1.600000023841858,10.7751486,106.6606167,5,0,2025-04-02T09:45:49.785237Z,0.09464764595031738
4RgHtHNMAliQJHKvn0GX,1.6160000562667847,10.7751485,106.6606153,5,0,2025-04-02T09:45:50.797485Z,0.07541128247976303
ItX5zMJgrZFMJkqBaqkt,1.6160000562667847,10.7751485,106.6606153,5,0,2025-04-02T09:45:50.797485Z,0.07541128247976303
lRWpaHl4chZFwEWxcb99,1.6160000562667847,10.7751485,106.6606153,5,0,2025-04-02T09:45:50.797485Z,0.07541128247976303
A19IuCasNP3vOBeRFFRI,1.6330000162124634,10.7751459,106.6606137,5,0,2025-04-02T09:45:51.803254Z,0.07553330063819885
XQiIn6F1xaNvS7Vg3apY,1.6330000162124634,10.7751459,106.6606137,5,0,2025-04-02T09:45:51.803254Z,0.07553330063819885
i3nV0UkdKigZMsnbP64j,1.6330000162124634,10.7751459,106.6606137,5,0,2025-04-02T09:45:51.803254Z,0.07553330063819885
nl6hx3xyCLtyxlXH3LJW,1.6330000162124634,10.7751459,106.6606137,5,0,2025-04-02T09:45:51.803254Z,0.07553330063819885
7czf9egbWsqfGJCH9JJC,1.649999976158142,10.7751402,106.6606085,5,208.33511352539062,2025-04-02T09:45:52.824974Z,0.15228426456451416
k0JDhs2VTrQXcNRdqNud,1.649999976158142,10.7751402,106.6606085,5,208.33511352539062,2025-04-02T09:45:52.824974Z,0.15228426456451416
uRZbfhkWkdKMheG1LX8O,1.649999976158142,10.7751402,106.6606085,5,208.33511352539062,2025-04-02T09:45:52.824974Z,0.15228426456451416
SfP5lDGO1lOUbfExNS96,1.6799999475479126,10.77513,106.6606034,5,202.55308532714844,2025-04-02T09:45:53.793785Z,0.2361622005701065
XAsluHUDOzDs4CZ0UVeb,1.6799999475479126,10.77513,106.6606034,5,202.55308532714844,2025-04-02T09:45:53.793785Z,0.2361622005701065
dE6ddsyp7mFIgPg1ghd5,1.6799999475479126,10.77513,106.6606034,5,202.55308532714844,2025-04-02T09:45:53.793785Z,0.2361622005701065
CWg1d2AtYjoBnDm3jszR,1.6660000085830688,10.7751186,106.6605959,5,213.68829345703125,2025-04-02T09:45:54.793448Z,0.33347076177597046
sGYlaoZTfMOYWbeO1qLW,1.6660000085830688,10.7751186,106.6605959,5,213.68829345703125,2025-04-02T09:45:54.793448Z,0.33347076177597046
tPfPWWPp5wxpQL7OeloB,1.6660000085830688,10.7751186,106.6605959,5,213.68829345703125,2025-04-02T09:45:54.793448Z,0.33347076177597046
CycdUDIZOVlgldCeJTgK,1.6660000085830688,10.7751104,106.6605838,5,226.05551147460938,2025-04-02T09:45:55.802375Z,0.45551127195358276
S38lTwxt3r0FlWnsRO0T,1.6660000085830688,10.7751104,106.6605838,5,226.05551147460938,2025-04-02T09:45:55.802375Z,0.45551127195358276
aOFMA71YnEMIvAP84TVu,1.6660000085830688,10.7751104,106.6605838,5,226.05551147460938,2025-04-02T09:45:55.802375Z,0.45551127195358276
qFGgPEuOptYjyTmH4MFr,1.6660000085830688,10.7751104,106.6605838,5,226.05551147460938,2025-04-02T09:45:55.802375Z,0.45551127195358276
0faUv2Fx4rnBMiEMhbqC,1.6399999856948853,10.7751046,106.6605716,5,248.06321716308594,2025-04-02T09:45:56.804203Z,0.541358470916748
JjedJFrBXZKWUgysKQDa,1.6399999856948853,10.7751046,106.6605716,5,248.06321716308594,2025-04-02T09:45:56.804203Z,0.541358470916748
RI0q6hPpOebY6tklk5I7,1.6399999856948853,10.7751046,106.6605716,5,248.06321716308594,2025-04-02T09:45:56.804203Z,0.541358470916748
75aoFGADS90FTzKLjEXQ,1.6200000047683716,10.775102,106.6605594,5,262.51104736328125,2025-04-02T09:45:57.818331Z,0.6491032242774963
HszBR4KxQgRVE7udZFt4,1.6200000047683716,10.775102,106.6605594,5,262.51104736328125,2025-04-02T09:45:57.818331Z,0.6491032242774963
yiaD4LRkoBGizh8O5Ng5,1.6200000047683716,10.775102,106.6605594,5,262.51104736328125,2025-04-02T09:45:57.818331Z,0.6491032242774963
cYpIp6icCfVUhIQggqV3,1.6160000562667847,10.7751003,106.6605472,5,256.74542236328125,2025-04-02T09:45:58.793159Z,0.7809802293777466
iUK1XCgeHDJgyHQmQNgc,1.6160000562667847,10.7751003,106.6605472,5,256.74542236328125,2025-04-02T09:45:58.793159Z,0.7809802293777466
wHxXm0d25j4n9HD3hFeM,1.6160000562667847,10.7751003,106.6605472,5,256.74542236328125,2025-04-02T09:45:58.793159Z,0.7809802293777466
Qbxtf5nuq4KP2uwiWgkd,1.600000023841858,10.7750984,106.6605363,5,261.4043273925781,2025-04-02T09:45:59.795008Z,0.9065394997596741
TV4f7tpHNaQwXZUhQXIo,1.600000023841858,10.7750984,106.6605363,5,261.4043273925781,2025-04-02T09:45:59.795008Z,0.9065394997596741
fVwuQiiPlxyBXGEbH3GI,1.600000023841858,10.7750984,106.6605363,5,261.4043273925781,2025-04-02T09:45:59.795008Z,0.9065394997596741
OH7cleYycjPkpM0elx6g,1.600000023841858,10.7750968,106.6605258,5,254.74246215820312,2025-04-02T09:46:00.802093Z,1.0122929811477661
RYPW7ba1KYxZZXNcTUxd,1.600000023841858,10.7750968,106.6605258,5,254.74246215820312,2025-04-02T09:46:00.802093Z,1.0122929811477661
WErlIFYGRFM578INmA74,1.600000023841858,10.7750968,106.6605258,5,254.74246215820312,2025-04-02T09:46:00.802093Z,1.0122929811477661
50dEqhp7iOE8VoDs3oYC,1.600000023841858,10.775091,106.6605154,5,244.93496704101562,2025-04-02T09:46:01.792118Z,1.1297810077667236
AhPEylR52xGtofrFaO12,1.600000023841858,10.775091,106.6605154,5,244.93496704101562,2025-04-02T09:46:01.792118Z,1.1297810077667236
lvkfwfGRg0UomUGOAGxq,1.600000023841858,10.775091,106.6605154,5,244.93496704101562,2025-04-02T09:46:01.792118Z,1.1297810077667236
xHsaNyB9RBmpSX9CEXvt,1.600000023841858,10.775091,106.6605154,5,244.93496704101562,2025-04-02T09:46:01.792118Z,1.1297810077667236
4A6TnJZky3Y5A3BZDjuk,1.600000023841858,10.7750854,106.6605053,5,240.66058349609375,2025-04-02T09:46:02.811069Z,1.1858702898025513
JbfHIR9ofwEcvX6p9PbM,1.600000023841858,10.7750854,106.6605053,5,240.66058349609375,2025-04-02T09:46:02.811069Z,1.1858702898025513
pe6ZRoGjr33Aud5oeonn,1.600000023841858,10.7750854,106.6605053,5,240.66058349609375,2025-04-02T09:46:02.811069Z,1.1858702898025513
YQRnQmIQdH2OCTZYLVMN,1.6160000562667847,10.7750788,106.6604964,5,240.77349853515625,2025-04-02T09:46:03.788301Z,1.2097469568252563
aEU93o3INbaUkPSPWVAc,1.6160000562667847,10.7750788,106.6604964,5,240.77349853515625,2025-04-02T09:46:03.788301Z,1.2097469568252563
poFi9WSctsAwBxXhe8S8,1.6160000562667847,10.7750788,106.6604964,5,240.77349853515625,2025-04-02T09:46:03.788301Z,1.2097469568252563
IqodoXXt7S4JRpIiG42n,1.6399999856948853,10.7750747,106.6604867,5,244.389892578125,2025-04-02T09:46:04.803861Z,1.2101633548736572
iXip3O34pW6sghwWzFij,1.6399999856948853,10.7750747,106.6604867,5,244.389892578125,2025-04-02T09:46:04.803861Z,1.2101633548736572
nrjZBXAen73fpYH13Ifn,1.6399999856948853,10.7750747,106.6604867,5,244.389892578125,2025-04-02T09:46:04.803861Z,1.2101633548736572
1ItTSuxlLWYhXaDCeH1Y,1.659999966621399,10.7750701,106.6604767,5,249.498046875,2025-04-02T09:46:05.814860Z,1.1867414712905884
HwMXJ0mOTIYXvrfWvjgb,1.659999966621399,10.7750701,106.6604767,5,249.498046875,2025-04-02T09:46:05.814860Z,1.1867414712905884
SrHrru3bkdzZ4gZtyGov,1.659999966621399,10.7750701,106.6604767,5,249.498046875,2025-04-02T09:46:05.814860Z,1.1867414712905884
zEA3vZIP93Ok4pmovfIX,1.659999966621399,10.7750701,106.6604767,5,249.498046875,2025-04-02T09:46:05.814860Z,1.1867414712905884
0qMoVhUkzRzcF5fGj5L6,1.6799999475479126,10.7750677,106.6604678,5,244.7747039794922,2025-04-02T09:46:06.804267Z,1.177754521369934
4q56QjjIyNP7iS3dcUz5,1.6799999475479126,10.7750677,106.6604678,5,244.7747039794922,2025-04-02T09:46:06.804267Z,1.177754521369934
rn4itZJoqC4MGKr7baze,1.6799999475479126,10.7750677,106.6604678,5,244.7747039794922,2025-04-02T09:46:06.804267Z,1.177754521369934
5haGo2vocrbl1kSf3tQt,1.7200000286102295,10.775062,106.6604618,5,230.42901611328125,2025-04-02T09:46:07.802946Z,1.154069423675537
NWvmX2w5LZgveAH6HyBw,1.7200000286102295,10.775062,106.6604618,5,230.42901611328125,2025-04-02T09:46:07.802946Z,1.154069423675537
tTx9Ho9rQnDaJD4Q7eyS,1.7200000286102295,10.775062,106.6604618,5,230.42901611328125,2025-04-02T09:46:07.802946Z,1.154069423675537
FpAHDS62IUtuE9fq87VM,1.7400000095367432,10.7750551,106.6604558,5,220.4837646484375,2025-04-02T09:46:08.790595Z,1.1115933656692505
KyU0Ya0NdACCcpgBcUyM,1.7400000095367432,10.7750551,106.6604558,5,220.4837646484375,2025-04-02T09:46:08.790595Z,1.1115933656692505
R6Ypb2eqF2CCTCt1QGCN,1.7400000095367432,10.7750551,106.6604558,5,220.4837646484375,2025-04-02T09:46:08.790595Z,1.1115933656692505
0uy9FmvGsti9nmugQKtN,1.75,10.7750504,106.660455,5,167.02651977539062,2025-04-02T09:46:09.796471Z,0.8638932108879089
mFCW23KuFBe0ZtqueRxp,1.75,10.7750423,106.6604584,5,181.86875915527344,2025-04-02T09:46:15.781016Z,0.4530647099018097
tWCJjTmEp8omRZVVQ2HU,1.7799999713897705,10.7750296,106.6604647,5,0,2025-04-02T09:46:18.826083Z,0.0010437575401738286
XlqZC7o4OHKCcfTVgwmg,1.7400000095367432,10.7750112,106.6604432,5,231.8124542236328,2025-04-02T09:46:21.804182Z,0.4182353913784027
zOW3YxFSsBYx4a7SHwND,1.659999966621399,10.7750018,106.6604189,5,231.15452575683594,2025-04-02T09:46:24.792783Z,0.5869017243385315
84iNb50TtPIKvDWgnLYZ,1.6200000047683716,10.775,106.6604101,5,232.39859008789062,2025-04-02T09:46:26.803120Z,0.626522958278656
dQVJKzXAtxv0nkeiBuEw,1.6160000562667847,10.7750001,106.6604086,5,230.67503356933594,2025-04-02T09:46:27.793342Z,0.6050375699996948
S5YHIJqFk5YZXxUisUyA,1.600000023841858,10.7749989,106.6604068,5,108.34483337402344,2025-04-02T09:46:30.785810Z,0.3519745469093323
0hOcjAWfzLk90Efvpyii,1.649999976158142,10.7749957,106.6604094,5,0,2025-04-02T09:46:33.781045Z,0.0015675025060772896
pRgOe8SkUOd2ftd8fytW,1.7829999923706055,10.7749683,106.6604183,5,155.935302734375,2025-04-02T09:46:36.808281Z,0.4100160300731659
hM52Mr7xm6V2H28fYyM9,1.9500000476837158,10.7749186,106.6604303,5,187.7980499267578,2025-04-02T09:46:39.783991Z,0.7789920568466187
lUSVitwMQAbXc93uvg1H,1.940000057220459,10.7748866,106.6604289,5,211.90560913085938,2025-04-02T09:46:42.790167Z,0.9221587777137756
iqEooos1EMs7H8R1g5BQ,1.850000023841858,10.7748669,106.6604091,5,242.701904296875,2025-04-02T09:46:45.795691Z,0.9031596779823303
r1vYW0KWCk3EtMBqwgcQ,1.8830000162124634,10.7748571,106.660369,5,247.53431701660156,2025-04-02T09:46:48.820986Z,1.0138458013534546
q4NXiup9LayFo6gzR2xS,1.8830000162124634,10.7748411,106.660333,5,250.36032104492188,2025-04-02T09:46:51.824325Z,1.0655498504638672
Lt4zH7yDvI2jxzanPPfm,1.8329999446868896,10.7748309,106.6603019,6.3999999999999995,239.51715087890625,2025-04-02T09:46:54.822503Z,0.9715606570243835
uYhsVPFQDX8akqN97oVn,1.899999976158142,10.7748199,106.6602806,5.5,235.69049072265625,2025-04-02T09:46:57.805171Z,0.8510338664054871
tG6WnK1nwIdfoXTxB9rt,1.899999976158142,10.774808,106.6602472,5,244.89756774902344,2025-04-02T09:47:00.800333Z,0.8074642419815063
iUKufeMpGB3z6WDKrvd3,1.850000023841858,10.7747886,106.6601991,4.3,245.28741455078125,2025-04-02T09:47:03.828537Z,0.9743725657463074
t8MaeUlfL1f5vwxRDnhz,1.7400000095367432,10.7747739,106.6601637,4,229.8278045654297,2025-04-02T09:47:06.821208Z,1.1869193315505981
fMekhazZuX8TkE20wJ1b,1.6330000162124634,10.7747449,106.6601319,3.3,207.37985229492188,2025-04-02T09:47:10.793670Z,1.2850432395935059
qw5czIsJhL1J2R3SsttM,1.600000023841858,10.7747176,106.6601336,3.3,172.18557739257812,2025-04-02T09:47:12.807165Z,1.2539572715759277
TIovO49LSxP774wM5eoN,1.600000023841858,10.7746648,106.6601533,1.9,149.1811981201172,2025-04-02T09:47:16.814780Z,1.2761452198028564
3ckmg6gYfaMY9IHzESaP,1.600000023841858,10.7746397,106.6601663,0.9999999999999998,155.52162170410156,2025-04-02T09:47:18.817143Z,1.264592170715332
YPJ9hvmiHaGQqityvJ8b,1.600000023841858,10.7745922,106.6601915,-0.5,138.21409606933594,2025-04-02T09:47:22.828497Z,1.3561421632766724
MpxyZvLP37axFSc55Sbz,1.600000023841858,10.7745562,106.6602103,-1.1,150.75086975097656,2025-04-02T09:47:25.797186Z,1.4112896919250488
lBH0cVm3fO4DlnrCAi5A,1.600000023841858,10.7745145,106.6602255,-0.7000000000000002,144.2318878173828,2025-04-02T09:47:28.830932Z,1.3647772073745728
qYcfzQ8nAYE44VGYzmz3,1.559999942779541,10.774476,106.6602378,-0.20000000000000018,147.76319885253906,2025-04-02T09:47:31.832486Z,1.3363192081451416
qrP0L4s7aaLZfPXqPmbn,1.559999942779541,10.7744377,106.6602497,0.8999999999999999,146.21188354492188,2025-04-02T09:47:34.817472Z,1.3330696821212769
iaBXYaFZhUuxArKw1lIu,1.600000023841858,10.7744004,106.6602591,1.4999999999999998,152.57098388671875,2025-04-02T09:47:37.826792Z,1.3161108493804932
TPH0aQbRo543b65xX3Xn,1.600000023841858,10.7743716,106.6602611,1.9,200.8228302001953,2025-04-02T09:47:40.822816Z,1.3245021104812622
SCd3vIHIBA8LFV9UTBf6,1.600000023841858,10.7743455,106.6602311,3,235.66238403320312,2025-04-02T09:47:43.827588Z,1.2271981239318848
1qHy3WhJnPwfg2pZAGRG,1.399999976158142,10.774285,106.6601418,4.3,230.81918334960938,2025-04-02T09:47:54.808958Z,0.8963204026222229
GISa5dtaHSRtcCKGSEih,1.465999960899353,10.7742497,106.6600917,5,238.47500610351562,2025-04-02T09:47:59.795230Z,0.9606430530548096
zVByKG4biDpatcv8pnBI,1.5,10.7742208,106.6600428,5.199999999999999,236.24937438964844,2025-04-02T09:48:04.802757Z,1.1748404502868652
YreqVR5a6uAQMDLBlYJt,1.4800000190734863,10.7741828,106.6599876,6,236.0384521484375,2025-04-02T09:48:09.822621Z,1.2352360486984253
B9uFFy5ttNggNln0MWzV,1.440000057220459,10.7741351,106.6599393,5.8,238.5244903564453,2025-04-02T09:48:14.836151Z,1.2342599630355835
n6tgpaujGdOM4yrft2ur,1.440000057220459,10.7740899,106.6598919,5.1,218.62442016601562,2025-04-02T09:48:19.823163Z,1.1958823204040527
KFYc8vPNJCMQo1gqmTR5,1.4500000476837158,10.7740584,106.659924,4.5,126.32730102539062,2025-04-02T09:48:24.798758Z,1.0244354009628296
rTylNXKHDYml4Ni494MJ,1.5399999618530273,10.7740047,106.6599485,3.9,183.35215759277344,2025-04-02T09:48:29.825636Z,1.0520483255386353
LUZhYPtrxUickiKXZp1e,1.5,10.7739421,106.659929,3.4,209.19248962402344,2025-04-02T09:48:34.823438Z,1.2701294422149658
8d7X8dwTTnHxXUYS8tPu,1.600000023841858,10.7738911,106.659882,2.1999999999999997,217.4820098876953,2025-04-02T09:48:39.811669Z,1.250049352645874
RoROCEr2fTcPudxFGA7T,1.6200000047683716,10.7738481,106.6598314,1.6999999999999997,227.85719299316406,2025-04-02T09:48:44.828693Z,1.2638206481933594
x9zlqeiC9NfKGHMKJyym,1.7000000476837158,10.7738126,106.6597836,1.2999999999999998,230.67381286621094,2025-04-02T09:48:49.821578Z,1.2649933099746704
ujdX5sPKau2yTgsomGpn,1.7000000476837158,10.7737687,106.6597429,1.5999999999999999,249.87527465820312,2025-04-02T09:48:54.832102Z,1.1836875677108765
6yHzznIvlslA8gcSFP9X,1.7000000476837158,10.7737279,106.6596921,1.5999999999999999,221.3955078125,2025-04-02T09:48:59.835116Z,1.158032774925232
ynraQzoLSD3RcTdCNKnz,1.7000000476837158,10.7736839,106.6596339,0.7999999999999998,229.789306640625,2025-04-02T09:49:04.812206Z,1.203620195388794
PK3ZTEapaNzB5a11muYN,1.7000000476837158,10.7736473,106.659569,-1,242.2220001220703,2025-04-02T09:49:09.797692Z,1.3236072063446045
xaICwLc80n8FOa912uNi,1.7000000476837158,10.7736026,106.6595131,-1.6,239.85433959960938,2025-04-02T09:49:14.830296Z,1.3809469938278198
6LQ2yIjlnlTm5O2zDrJA,1.7000000476837158,10.773545,106.6594621,-1.4000000000000004,234.97344970703125,2025-04-02T09:49:19.831377Z,1.3609545230865479
UOhLsSdSicx5Qcg6022w,1.649999976158142,10.7734947,106.6594108,-1.3000000000000003,216.98927307128906,2025-04-02T09:49:24.811113Z,1.3357703685760498
8Xgy9mldk5jMhecyAbva,1.5199999809265137,10.7734308,106.6593809,-0.40000000000000036,204.5048370361328,2025-04-02T09:49:29.836412Z,1.29225492477417
R0bloivR6JJtX1iEIx2m,1.4500000476837158,10.7733786,106.6593421,-0.6000000000000001,221.3231658935547,2025-04-02T09:49:34.837299Z,1.2977616786956787
K6nLntoU0AT2W8GvEF7Z,1.399999976158142,10.7733272,106.6593003,-1.6,225.43251037597656,2025-04-02T09:49:39.817047Z,1.3375530242919922
toykLzcKoxACEZKIgU13,1.440000057220459,10.7732853,106.6592604,-2.7,221.85159301757812,2025-04-02T09:49:44.809101Z,1.2482047080993652
JTibmTgXPchy7gh5hEKW,1.4800000190734863,10.7732385,106.6592175,-3.2,219.42437744140625,2025-04-02T09:49:49.823920Z,1.187145709991455
3Wd2eX7gmfH0rqHSpB0x,1.4160000085830688,10.7731896,106.6591822,-3.9000000000000004,230.94155883789062,2025-04-02T09:49:54.827843Z,1.190460443496704
PvS0WvXknOYEMBdvTBfw,1.5,10.7731408,106.65914,-5.2,225.14703369140625,2025-04-02T09:49:59.827661Z,1.2182824611663818
ZjU8BgZKQBYqPJ5hUNza,1.5800000429153442,10.7731011,106.6591077,-6.2,213.9687957763672,2025-04-02T09:50:04.812510Z,1.1857246160507202
yiUHDi80WTOzB2oHN679,1.565999984741211,10.7730508,106.6590732,-5.5,226.22293090820312,2025-04-02T09:50:09.829208Z,1.1630686521530151
2qsIiHNFjru0DMQsUrVI,1.5,10.7730005,106.6590307,-4.9,199.93470764160156,2025-04-02T09:50:14.819405Z,1.1956357955932617
VFPGtGtNhH8b4vOGWhT9,1.5,10.7729532,106.6590086,-5.3,203.4160614013672,2025-04-02T09:50:19.825626Z,1.0791945457458496
I1u9yqMasIa5kVe2fNKQ,1.5829999446868896,10.7729117,106.6589729,-5.5,219.46006774902344,2025-04-02T09:50:24.835360Z,1.099395751953125
9BaLv25MtjYggPdhgYs1,1.600000023841858,10.7728722,106.6589262,-6.8999999999999995,221.86102294921875,2025-04-02T09:50:29.831479Z,1.2006500959396362
WnuAwtFc51n7WPM96p1t,1.5499999523162842,10.7728178,106.6588857,-7.000000000000001,216.89463806152344,2025-04-02T09:50:34.812585Z,1.2095574140548706
c1JbQdZO7Q3KcCxhhGxb,1.5,10.7727558,106.6588466,-6.500000000000001,206.31040954589844,2025-04-02T09:50:39.815876Z,1.2597885131835938
2AN8awmQqy3tn2ksGUlr,1.5,10.7726853,106.6588282,-5.1000000000000005,209.57456970214844,2025-04-02T09:50:44.807926Z,1.2196584939956665
Z1VxeWZ5HsvkOH1PSwAn,1.5,10.7726212,106.6588098,-3.5,213.1520538330078,2025-04-02T09:50:49.821830Z,1.2182241678237915
dvvPZP8GLb8wQtgKmVQf,1.5,10.7725603,106.6587791,-3.3,230.88284301757812,2025-04-02T09:50:54.834634Z,1.3342949151992798
rWKLe2BamoJ2aA19J3xe,1.565999984741211,10.7725119,106.6587543,-3,210.21511840820312,2025-04-02T09:50:59.827767Z,1.2088985443115234
14weqvYFDj9Oa8tfBhfE,1.5399999618530273,10.7724715,106.6587038,-2.2,242.11415100097656,2025-04-02T09:51:04.823007Z,1.1219401359558105
pKTf7Mi1UkzGP67GAaiH,1.465999960899353,10.772429,106.658643,-1.3000000000000003,244.5109100341797,2025-04-02T09:51:09.824818Z,1.2049180269241333
uwonvBZPzqxieNf60prb,1.440000057220459,10.7724017,106.6585794,-0.7000000000000002,244.6991729736328,2025-04-02T09:51:14.828695Z,1.1675797700881958
