__id__,accuracy,altitude,course,fixtime,latitude,longitude,speed
5gLfJdy9ciCDYnwJUhfF,1.5,4.8,235.3616180419922,2025-04-02T09:51:54.816896Z,10.7721543,106.6581194,1.1452555656433105
5h8HW0HcUF3UJcUYDSyL,1.5,1.1999999999999997,237.12417602539062,2025-04-02T09:51:24.822154Z,10.7723355,106.6584695,1.339031457901001
5haGo2vocrbl1kSf3tQt,1.7200000286102295,5,230.42901611328125,2025-04-02T09:46:07.802946Z,10.775062,106.6604618,1.154069423675537
5xdKL3CBDlTYwmAJwheu,2.549999952316284,-3.3,0,2025-04-02T10:01:52.829457Z,10.7605617,106.66098,0.009009871631860733
64Y50siBfM4xMXdzqHoz,1.399999976158142,8.8,209.5853271484375,2025-04-02T09:52:14.817605Z,10.7720338,106.6578938,1.3205163478851318
6CYoHtE7oObmKFIZRUIe,31.19499969482422,4.300000190734863,0,2025-04-02T09:56:44.710065Z,10.7701397,106.6585677,0
6LQ2yIjlnlTm5O2zDrJA,1.7000000476837158,-1.4000000000000004,234.97344970703125,2025-04-02T09:49:19.831377Z,10.773545,106.6594621,1.3609545230865479
6UnstSrDo1bZFEbggaEe,4.382999897003174,5,0,2025-04-02T09:43:20.343314Z,10.7757218,106.6602876,0.01109339203685522
6ajwnM5zMMb4eBhcXbOm,2.1600000858306885,-1.1,171.94302368164062,2025-04-02T09:59:21.831114Z,10.763324,106.6601381,2.9642364978790283
6rCG55CauUVka1vxno85,1.600000023841858,5,0,2025-04-02T09:45:49.785237Z,10.7751486,106.6606167,0.09464764595031738
6yHzznIvlslA8gcSFP9X,1.7000000476837158,1.5999999999999999,221.3955078125,2025-04-02T09:48:59.835116Z,10.7737279,106.6596921,1.158032774925232
75aoFGADS90FTzKLjEXQ,1.6200000047683716,5,262.51104736328125,2025-04-02T09:45:57.818331Z,10.775102,106.6605594,0.6491032242774963
7GEM33uJdWQ8P1ZQU49D,2.0329999923706055,-2.3,181.08786010742188,2025-04-02T10:00:42.829858Z,10.7612979,106.6606034,0.3016887307167053
7Y6jxECvKKsnRq51O4cM,2.700000047683716,-1.4000000000000004,0,2025-04-02T10:02:47.804269Z,10.760445,106.6611367,0.0000011746403743018163
7czf9egbWsqfGJCH9JJC,1.649999976158142,5,208.33511352539062,2025-04-02T09:45:52.824974Z,10.7751402,106.6606085,0.15228426456451416
7hP9rklwykSa93OltWOm,11.934000015258789,5.200000286102295,0,2025-04-02T09:36:01.450987Z,10.7757403,106.6600473,0.07498008012771606
84iNb50TtPIKvDWgnLYZ,1.6200000047683716,5,232.39859008789062,2025-04-02T09:46:26.803120Z,10775,106.6604101,0.626522958278656
86r3bukqhZt7zhGZ8xVO,2.0799999237060547,3.700000047683716,0,2025-04-02T09:58:36.816142Z,10.7644033,106.65988,1.4121960267843292e-9
8BE92flDiRQALkpiRiLi,3.115999937057495,4.900000095367432,30.22358512878418,2025-04-02T09:43:27.354745Z,10.7757358,106.6603428,0.14152075350284576
8CzsNcU5rbCRsWs6Idh2,1.100000023841858,-2.6000000000000005,0,2025-04-02T10:02:17.799522Z,10.760475,106.6610233,2.149910471871408e-9
8Xgy9mldk5jMhecyAbva,1.5199999809265137,-0.40000000000000036,204.5048370361328,2025-04-02T09:49:29.836412Z,10.7734308,106.6593809,1.29225492477417
8d7X8dwTTnHxXUYS8tPu,1.600000023841858,2.1999999999999997,217.4820098876953,2025-04-02T09:48:39.811669Z,10.7738911,106.659882,1.250049352645874
904iBZMZsPsAEEwP4I66,1.065999984741211,3.700000047683716,0,2025-04-02T09:58:41.822625Z,10.7644033,106.65988,2.821767613406939e-13
9BaLv25MtjYggPdhgYs1,1.600000023841858,-6.8999999999999995,221.86102294921875,2025-04-02T09:50:29.831479Z,10.7728722,106.6589262,1.2006500959396362
9Y2KfZARQuM101juWnWz,11.20300006866455,5.099999904632568,207.74667358398438,2025-04-02T09:43:07.349087Z,10.7757806,106.6602102,2.431438684463501
A19IuCasNP3vOBeRFFRI,1.6330000162124634,5,0,2025-04-02T09:45:51.803254Z,10.7751459,106.6606137,0.07553330063819885
A2pjDWClUyElQfe7FPEW,2.200000047683716,-0.7000000000000002,160.0709991455078,2025-04-02T09:59:11.825390Z,10.7637563,106.6600422,4.535801410675049
ACqb7rMJ8ZWsuuQ3UUBr,1.600000023841858,5,0,2025-04-02T09:45:48.790805Z,10.7751485,106.660617,0.0966036468744278
AQFYAwwZMiYvxUe2byxv,2.115999937057495,3.700000047683716,164.94094848632812,2025-04-02T09:58:21.818136Z,10.764559,106.6598257,5.531209468841553
AhPEylR52xGtofrFaO12,1.600000023841858,5,244.93496704101562,2025-04-02T09:46:01.792118Z,10.775091,106.6605154,1.1297810077667236
AkyoqRNtnzeMPVQ4BOYz,15.6850004196167,5.300000190734863,13.456204414367676,2025-04-02T09:36:45.843815Z,10.7757349,106.660021,1.308137059211731
B9Be7004VVdbm99BY2ik,15.484000205993652,5.200000286102295,12.958256721496582,2025-04-02T09:36:51.567742Z,10.775749,106.6600242,0.35141608119010925
B9uFFy5ttNggNln0MWzV,1.440000057220459,5.8,238.5244903564453,2025-04-02T09:48:14.836151Z,10.7741351,106.6599393,1.2342599630355835
BaqLNuwoX29rgRpeIEi6,6.21999979019165,4.200000286102295,174.93292236328125,2025-04-02T09:57:11.825508Z,10.7697924,106.6583139,3.5817840099334717
CNxWB3oAkR2Sp0pG7SDq,2.059999942779541,3.700000047683716,161.0146026611328,2025-04-02T09:58:11.834394Z,10.7650813,106.6596297,6.283783912658691
CWg1d2AtYjoBnDm3jszR,1.6660000085830688,5,213.68829345703125,2025-04-02T09:45:54.793448Z,10.7751186,106.6605959,0.33347076177597046
CycdUDIZOVlgldCeJTgK,1.6660000085830688,5,226.05551147460938,2025-04-02T09:45:55.802375Z,10.7751104,106.6605838,0.45551127195358276
D0FpRBRhxkNKv8go2T6Y,1.5,7,256.68463134765625,2025-04-02T09:52:04.832727Z,10.7721043,106.6580041,1.263255000114441
DRCLXB0zTehxTqqC9ldE,1.600000023841858,5,0,2025-04-02T09:45:49.785237Z,10.7751486,106.6606167,0.09464764595031738
Dba26DQi4Nye4yaVtzPi,1.399999976158142,4.5,222.5474395751953,2025-04-02T09:51:44.830709Z,10.7722082,106.6582306,1.2951502799987793
DdRQ8RGHtaLPXJD5Lw50,2.559999942779541,-3,0,2025-04-02T10:01:12.831748Z,10.76106,106.6607383,1.0799791283488958e-8
F9gSMkm4gAHrr5yFz7GS,2.140000104904175,-0.8000000000000003,165.0242919921875,2025-04-02T09:59:16.816838Z,10.7635167,106.6601126,5.1248555183410645
FGDcpgLAj2ALBBxfBf3Z,1.5,8.2,246.24319458007812,2025-04-02T09:52:09.818938Z,10.7720793,106.6579482,1.2732086181640625
FpAHDS62IUtuE9fq87VM,1.7400000095367432,5,220.4837646484375,2025-04-02T09:46:08.790595Z,10.7750551,106.6604558,1.1115933656692505
GISa5dtaHSRtcCKGSEih,1.465999960899353,5,238.47500610351562,2025-04-02T09:47:59.795230Z,10.7742497,106.6600917,0.9606430530548096
H7qPNucKLg04SFrbkwB8,12.62399959564209,5.300000190734863,244.1401824951172,2025-04-02T09:35:51.315681Z,10.7757352,106.6600308,0.7103909254074097
HfbBl2KVi6XC9m4ZP1QH,5.300000190734863,3.700000047683716,177.49374389648438,2025-04-02T09:57:16.798791Z,10.769143,106.6584985,1.8585498332977295
Hg0RISo9hPMxMBERaasU,1.4160000085830688,15.7,252.17379760742188,2025-04-02T09:52:34.792743Z,10.7719005,106.6577339,0.8757543563842773
HgReGBz1ayl0p7pCCLVc,2.1500000953674316,2.1999999999999997,0,2025-04-02T10:03:12.800397Z,10.7603137,106.6613805,0.03265295922756195
HszBR4KxQgRVE7udZFt4,1.6200000047683716,5,262.51104736328125,2025-04-02T09:45:57.818331Z,10.775102,106.6605594,0.6491032242774963
HwMXJ0mOTIYXvrfWvjgb,1.659999966621399,5,249.498046875,2025-04-02T09:46:05.814860Z,10.7750701,106.6604767,1.1867414712905884
I1u9yqMasIa5kVe2fNKQ,1.5829999446868896,-5.5,219.46006774902344,2025-04-02T09:50:24.835360Z,10.7729117,106.6589729,1.099395751953125
I4ImcvLoto9aabIlX0F6,10.576000213623047,5,205.06288146972656,2025-04-02T09:43:12.327865Z,10.7758008,106.6602461,1.3359794616699219
I94QDJTs74NAXkKgkiS5,3.183000087738037,-5.5,175.6099853515625,2025-04-02T10:00:11.786274Z,10.7616209,106.6604976,3.2935352325439453
IgIsb6eRQffjt15Jaehw,1.5,6.1,253.5201873779297,2025-04-02T09:51:59.812711Z,10.7721298,106.6580613,1.2381819486618042
Ip1edx03A90Qg5MKgsWK,11.225000381469727,5.099999904632568,203.15841674804688,2025-04-02T09:43:08.350365Z,10.7757748,106.6602229,2.1823878288269043
IqodoXXt7S4JRpIiG42n,1.6399999856948853,5,244.389892578125,2025-04-02T09:46:04.803861Z,10.7750747,106.6604867,1.2101633548736572
ItX5zMJgrZFMJkqBaqkt,1.6160000562667847,5,0,2025-04-02T09:45:50.797485Z,10.7751485,106.6606153,0.07541128247976303
J9lrZGzrzo6y5qPeI6OM,2.259999990463257,-0.6000000000000001,161.04258728027344,2025-04-02T09:59:31.837360Z,10.7631795,106.6601995,1.5880074501037598
JFdqRpf4deDba7gos0ff,3,-4.6000000000000005,0,2025-04-02T10:00:16.822242Z,10.7616005,106.6604806,0.0038458690978586674
JPspLXR7yJ6hjE2lDZ5j,2.359999895095825,0.3999999999999999,133.19198608398438,2025-04-02T10:02:52.827939Z,10.7603258,106.6611853,1.7307542562484741
JTibmTgXPchy7gh5hEKW,1.4800000190734863,-3.2,219.42437744140625,2025-04-02T09:49:49.823920Z,10.7732385,106.6592175,1.187145709991455
JbfHIR9ofwEcvX6p9PbM,1.600000023841858,5,240.66058349609375,2025-04-02T09:46:02.811069Z,10.7750854,106.6605053,1.1858702898025513
Jbn92cKmbNgjbCd5GCu7,2.0329999923706055,0.9999999999999998,82.31705474853516,2025-04-02T10:02:57.801908Z,10.7602787,106.6612513,1.1628167629241943
JjedJFrBXZKWUgysKQDa,1.6399999856948853,5,248.06321716308594,2025-04-02T09:45:56.804203Z,10.7751046,106.6605716,0.541358470916748
K6nLntoU0AT2W8GvEF7Z,1.399999976158142,-1.6,225.43251037597656,2025-04-02T09:49:39.817047Z,10.7733272,106.6593003,1.3375530242919922
KFYc8vPNJCMQo1gqmTR5,1.4500000476837158,4.5,126.32730102539062,2025-04-02T09:48:24.798758Z,10.7740584,106.659924,1.0244354009628296
KO0Z0BFYBbsidkWPoKBH,3.2200000286102295,4.900000095367432,112.49031066894531,2025-04-02T09:43:48.798046Z,10.7754078,106.6605358,0.5440824031829834
KyU0Ya0NdACCcpgBcUyM,1.7400000095367432,5,220.4837646484375,2025-04-02T09:46:08.790595Z,10.7750551,106.6604558,1.1115933656692505
L1DyuxXkykmMTcFBWuPF,4.815999984741211,3.700000047683716,155.61607360839844,2025-04-02T09:57:21.825574Z,10.7686445,106.6587029,6.225034236907959
L3satcLGy6YBw5SPibFL,2.4159998893737793,-3.2,180.9688262939453,2025-04-02T10:01:47.831147Z,10.7605824,106.6609765,0.3908923268318176
LBpfxKEinIA9Ln8DpPMA,0.9829999804496765,3.9,0,2025-04-02T10:03:42.828601Z,10.7603283,106.6615667,4.0002284817930445e-10
LUZhYPtrxUickiKXZp1e,1.5,3.4,209.19248962402344,2025-04-02T09:48:34.823438Z,10.7739421,106.659929,1.2701294422149658
LWz9lre0ljSomvW9q3Uo,1.9830000400543213,1.2999999999999998,87.21524047851562,2025-04-02T10:03:07.819106Z,10.7602931,106.6613451,0.483084112405777
Lt4zH7yDvI2jxzanPPfm,1.8329999446868896,6.3999999999999995,239.51715087890625,2025-04-02T09:46:54.822503Z,10.7748309,106.6603019,0.9715606570243835
M9xGPvWIM3j88w9EdURF,2.5160000324249268,-4.7,192.5985565185547,2025-04-02T10:01:27.831415Z,10.760824,106.6608527,1.296059489250183
MoG3SpsDj28ZMprBSrAR,2.565999984741211,-4.4,192.97702026367188,2025-04-02T10:01:17.830406Z,10.7609444,106.6607665,0.9532824158668518
MpxyZvLP37axFSc55Sbz,1.600000023841858,-1.1,150.75086975097656,2025-04-02T09:47:25.797186Z,10.7745562,106.6602103,1.4112896919250488
N9yIcv8WOvLn0sSNhj37,8.348999977111816,5,214.21534729003906,2025-04-02T09:43:15.329487Z,10.7757027,106.6602558,1.5027662515640259
NWvmX2w5LZgveAH6HyBw,1.7200000286102295,5,230.42901611328125,2025-04-02T09:46:07.802946Z,10.775062,106.6604618,1.154069423675537
NayJRfPiKO34lIRhGUsT,1.9160000085830688,3.1999999999999997,161.00559997558594,2025-04-02T09:58:56.821243Z,10.7641656,106.6599377,1.683685541152954
NyzHWMXdcozOAFchapx3,13.029999732971191,5.200000286102295,224.0163116455078,2025-04-02T09:38:29.332770Z,10.7757343,106.6600095,0.7189902663230896
OH7cleYycjPkpM0elx6g,1.600000023841858,5,254.74246215820312,2025-04-02T09:46:00.802093Z,10.7750968,106.6605258,1.0122929811477661
OjaIEFXlicWRFWH25GY6,2.259999990463257,3.1999999999999997,165.35716247558594,2025-04-02T09:59:01.831313Z,10.7640746,106.6599996,2.078115940093994
P4ZSvLd6NFoBIZD2n0CG,10.324000358581543,5,206.34376525878906,2025-04-02T09:43:13.361216Z,10.7757989,106.660254,1.311873197555542
PIKWxOgc0joHwb60N2KJ,1,3.9,0,2025-04-02T10:03:47.817853Z,10.7603283,106.6615667,4.873912688371784e-13
PK3ZTEapaNzB5a11muYN,1.7000000476837158,-1,242.2220001220703,2025-04-02T09:49:09.797692Z,10.7736473,106.659569,1.3236072063446045
PX1eGTVmOxOc8QYgkWtL,1.940000057220459,3.6999999999999997,0,2025-04-02T10:03:27.823014Z,10.760331,106.6615582,0.0593736506998539
Pd5LycPUxCSWhrNB91fU,1.100000023841858,-2.6000000000000005,0,2025-04-02T10:02:12.820260Z,10.760475,106.6610233,4.3608994815258484e-7
PvS0WvXknOYEMBdvTBfw,1.5,-5.2,225.14703369140625,2025-04-02T09:49:59.827661Z,10.7731408,106.65914,1.2182824611663818
Qbxtf5nuq4KP2uwiWgkd,1.600000023841858,5,261.4043273925781,2025-04-02T09:45:59.795008Z,10.7750984,106.6605363,0.9065394997596741
R0bloivR6JJtX1iEIx2m,1.4500000476837158,-0.6000000000000001,221.3231658935547,2025-04-02T09:49:34.837299Z,10.7733786,106.6593421,1.2977616786956787
R6Ypb2eqF2CCTCt1QGCN,1.7400000095367432,5,220.4837646484375,2025-04-02T09:46:08.790595Z,10.7750551,106.6604558,1.1115933656692505
RI0q6hPpOebY6tklk5I7,1.6399999856948853,5,248.06321716308594,2025-04-02T09:45:56.804203Z,10.7751046,106.6605716,0.541358470916748
RPtpOWWCgebqlj1DaXYx,2,3.9,0,2025-04-02T10:03:32.829495Z,10.7603283,106.6615667,0.000015949030057527125
RQJglnkIexcgvCDwIFIa,1.3830000162124634,4.9,240.2555389404297,2025-04-02T09:51:39.829780Z,10.7722401,106.6582898,1.2798875570297241
RYPW7ba1KYxZZXNcTUxd,1.600000023841858,5,254.74246215820312,2025-04-02T09:46:00.802093Z,10.7750968,106.6605258,1.0122929811477661
Rb0YRZsFQGXfDFY905Ox,2.4159998893737793,-3,0,2025-04-02T10:01:07.829190Z,10.76106,106.6607383,0.000003980271685577463
RoROCEr2fTcPudxFGA7T,1.6200000047683716,1.6999999999999997,227.85719299316406,2025-04-02T09:48:44.828693Z,10.7738481,106.6598314,1.2638206481933594
RpITYFIxn7aBqSQFLJCn,2.114000082015991,3.700000047683716,163.9957733154297,2025-04-02T09:58:05.812540Z,10.7653988,106.6595381,6.338898181915283
RyfenyuS8nAfsknFP9H2,4.559999942779541,3.700000047683716,167.6149444580078,2025-04-02T09:57:41.835185Z,10.7665046,106.659403,11.462571144104004
S38lTwxt3r0FlWnsRO0T,1.6660000085830688,5,226.05551147460938,2025-04-02T09:45:55.802375Z,10.7751104,106.6605838,0.45551127195358276
S5YHIJqFk5YZXxUisUyA,1.600000023841858,5,108.34483337402344,2025-04-02T09:46:30.785810Z,10.7749989,106.6604068,0.3519745469093323
SCd3vIHIBA8LFV9UTBf6,1.600000023841858,3,235.66238403320312,2025-04-02T09:47:43.827588Z,10.7743455,106.6602311,1.2271981239318848
SPjJt7DdB56bE16tIuUQ,16.417999267578125,3.8999998569488525,0,2025-04-02T09:57:07.263672Z,10.7705436,106.6580747,3.714747190475464
SfP5lDGO1lOUbfExNS96,1.6799999475479126,5,202.55308532714844,2025-04-02T09:45:53.793785Z,10.77513,106.6606034,0.2361622005701065
Sp9Pzvgwfs7xDeMqK13h,2.4660000801086426,-3.7,193.25936889648438,2025-04-02T10:01:32.829809Z,10.7607563,106.6609176,1.393558382987976
SrHrru3bkdzZ4gZtyGov,1.659999966621399,5,249.498046875,2025-04-02T09:46:05.814860Z,10.7750701,106.6604767,1.1867414712905884
TIovO49LSxP774wM5eoN,1.600000023841858,1.9,149.1811981201172,2025-04-02T09:47:16.814780Z,10.7746648,106.6601533,1.2761452198028564
TPH0aQbRo543b65xX3Xn,1.600000023841858,1.9,200.8228302001953,2025-04-02T09:47:40.822816Z,10.7743716,106.6602611,1.3245021104812622
TV4f7tpHNaQwXZUhQXIo,1.600000023841858,5,261.4043273925781,2025-04-02T09:45:59.795008Z,10.7750984,106.6605363,0.9065394997596741
UL77b0wmd2KeNZDh34cE,2.2829999923706055,-3,0,2025-04-02T10:00:57.834888Z,10.7611686,106.6606859,0.001955428859218955
UOhLsSdSicx5Qcg6022w,1.649999976158142,-1.3000000000000003,216.98927307128906,2025-04-02T09:49:24.811113Z,10.7734947,106.6594108,1.3357703685760498
VFPGtGtNhH8b4vOGWhT9,1.5,-5.3,203.4160614013672,2025-04-02T09:50:19.825626Z,10.7729532,106.6590086,1.0791945457458496
VOGWZazahf5DXG2Tcfss,2.0160000324249268,3.700000047683716,160.00900268554688,2025-04-02T09:58:16.800686Z,10.7648132,106.6597267,6.007035255432129
WAY7d6VNbS2uFX8hy3f3,1.5,2.3,236.6187286376953,2025-04-02T09:51:29.823997Z,10.7723032,106.6584087,1.3744152784347534
WErlIFYGRFM578INmA74,1.600000023841858,5,254.74246215820312,2025-04-02T09:46:00.802093Z,10.7750968,106.6605258,1.0122929811477661
WSugwTsr4sKco5Wlb7cL,3.240000009536743,-10.399999999999999,188.6529083251953,2025-04-02T10:00:06.794099Z,10.7617666,106.6604663,5.7905049324035645
WnuAwtFc51n7WPM96p1t,1.5499999523162842,-7.000000000000001,216.89463806152344,2025-04-02T09:50:34.812585Z,10.7728178,106.6588857,1.2095574140548706
X8aDNK256fwl2PGx7kkC,13.791000366210938,5.200000286102295,48.561920166015625,2025-04-02T09:38:25.011926Z,10.7757561,106.660031,0.3584309220314026
XAsluHUDOzDs4CZ0UVeb,1.6799999475479126,5,202.55308532714844,2025-04-02T09:45:53.793785Z,10.77513,106.6606034,0.2361622005701065
XGSfTutd17bLZmVMa5R3,31.19499969482422,4.300000190734863,0,2025-04-02T09:56:47.877585Z,10.7701397,106.6585677,0
XQiIn6F1xaNvS7Vg3apY,1.6330000162124634,5,0,2025-04-02T09:45:51.803254Z,10.7751459,106.6606137,0.07553330063819885
XSP2uFE8GbAsW2zZEA7b,3.0829999446868896,4.900000095367432,0,2025-04-02T09:43:40.348867Z,10.7756736,106.6604318,0.06408971548080444
XTjYuCdyOyyQq483j9vV,11.720999717712402,5.200000286102295,228.9196014404297,2025-04-02T09:34:55.518545Z,10.7757188,106.6600157,1.3027329444885254
XUeUJeivj2yDR8wyMyXK,1.7000000476837158,3.3,168.9525146484375,2025-04-02T09:58:51.822517Z,10.7642449,106.6599138,1.8895663022994995
XXFVudwFBAWKfyrCDpM8,12.62399959564209,5.300000190734863,244.1401824951172,2025-04-02T09:35:51.315681Z,10.7757352,106.6600308,0.7103909254074097
XlqZC7o4OHKCcfTVgwmg,1.7400000095367432,5,231.8124542236328,2025-04-02T09:46:21.804182Z,10.7750112,106.6604432,0.4182353913784027
YPJ9hvmiHaGQqityvJ8b,1.600000023841858,-0.5,138.21409606933594,2025-04-02T09:47:22.828497Z,10.7745922,106.6601915,1.3561421632766724
YQRnQmIQdH2OCTZYLVMN,1.6160000562667847,5,240.77349853515625,2025-04-02T09:46:03.788301Z,10.7750788,106.6604964,1.2097469568252563
YS7GOZkMoh2ECzabKhcw,4.579999923706055,3.700000047683716,153.85227966308594,2025-04-02T09:57:26.818707Z,10.7680806,106.659004,7.994938850402832
YreqVR5a6uAQMDLBlYJt,1.4800000190734863,6,236.0384521484375,2025-04-02T09:48:09.822621Z,10.7741828,106.6599876,1.2352360486984253
Z1VxeWZ5HsvkOH1PSwAn,1.5,-3.5,213.1520538330078,2025-04-02T09:50:49.821830Z,10.7726212,106.6588098,1.2182241678237915
ZjU8BgZKQBYqPJ5hUNza,1.5800000429153442,-6.2,213.9687957763672,2025-04-02T09:50:04.812510Z,10.7731011,106.6591077,1.1857246160507202
aEU93o3INbaUkPSPWVAc,1.6160000562667847,5,240.77349853515625,2025-04-02T09:46:03.788301Z,10.7750788,106.6604964,1.2097469568252563
aFdi2r8XjCw1S1OgLDnN,3.382999897003174,5,146.18734741210938,2025-04-02T09:43:25.365490Z,10.7757254,106.6603275,0.22448714077472687
aOFMA71YnEMIvAP84TVu,1.6660000085830688,5,226.05551147460938,2025-04-02T09:45:55.802375Z,10.7751104,106.6605838,0.45551127195358276
bA4RDRNhqxIjpVBbT815,2.4200000762939453,3.700000047683716,165.05252075195312,2025-04-02T09:58:01.819386Z,10.7656275,106.6594525,7.036869049072266
c1JbQdZO7Q3KcCxhhGxb,1.5,-6.500000000000001,206.31040954589844,2025-04-02T09:50:39.815876Z,10.7727558,106.6588466,1.2597885131835938
cYpIp6icCfVUhIQggqV3,1.6160000562667847,5,256.74542236328125,2025-04-02T09:45:58.793159Z,10.7751003,106.6605472,0.7809802293777466
chU8VsygZzt3cibv99qW,2.365999937057495,-0.20000000000000018,168.975830078125,2025-04-02T09:59:06.812216Z,10.7639297,106.6599953,2.3383517265319824
cj3P2vVxTfJrHats2ucK,2.140000104904175,3.700000047683716,152.16156005859375,2025-04-02T09:58:26.813629Z,10.7644219,106.6598632,2.053420066833496
ckglpQ0OweOGp443O1vB,1.7400000095367432,-2.6000000000000005,0,2025-04-02T10:02:22.827599Z,10.760475,106.6610233,3.124209062028288e-13
dE6ddsyp7mFIgPg1ghd5,1.6799999475479126,5,202.55308532714844,2025-04-02T09:45:53.793785Z,10.77513,106.6606034,0.2361622005701065
dQVJKzXAtxv0nkeiBuEw,1.6160000562667847,5,230.67503356933594,2025-04-02T09:46:27.793342Z,10.7750001,106.6604086,0.6050375699996948
dvvPZP8GLb8wQtgKmVQf,1.5,-3.3,230.88284301757812,2025-04-02T09:50:54.834634Z,10.7725603,106.6587791,1.3342949151992798
e9MKKkPBCo9eXXVltd9c,13.029999732971191,5.200000286102295,224.0163116455078,2025-04-02T09:38:29.332770Z,10.7757343,106.6600095,0.7189902663230896
